Familia;Proveedor;Codigo;Descripcion;Costo;Precio;Nuevo Precio;Coef ARS;Costo USD
VARILLAS DE BRONCE;FUNKTION;FK10-48;ZOCALO EPS ZPVC-01 Blanco Nieve 14x75 Tira 2.40 xTIRA FUNKTION;9581,99;$ 22.400;;2,337718992;
VARILLAS DE BRONCE;FUNKTION;FK10-49;ZOCALO EPS ZPVC-02 Gris Claro  14x75 Tira 2.40 xTIRA FUNKTION;9581,99;$ 22.400;;2,337718992;
VARILLAS DE BRONCE;FUNKTION;FK10-50;ZOCALO EPS ZPVC-03 Gris Oscuro 14x75 Tira 2.40 xTIRA FUNKTION;9581,99;$ 22.400;;2,337718992;
VARILLAS DE BRONCE;FUNKTION;FK10-51;ZOCALO EPS ZPVC-04 Roble 14x75mm Tira 2.40 xTIRA FUNKTION;9581,99;$ 22.400;;2,337718992;
VARILLAS DE BRONCE;FUNKTION;FK10-52;ZOCALO EPS ZPVC-05 Roble Windsor 14x75 Tira 2.40 xTIRA FUNKTION;9581,99;$ 22.400;;2,337718992;
PISOS FLOTANTES;FUNKTION;FK10-53;ZOCALO EPS ZPVC-06 Roble Oscuro 14x75 Tira 2.40 xTIRA FUNKTION;9581,99;$ 22.400;;2,337718992;
ALFOMBRAS;INDIAN;IN10-01;TAPIZMEL SAINT TROPEZ BOUCLE ancho 2mt xM2;4778,29;$ 9.100;;1,904446988;
CAMINOS PLASTICOS;INDIAN;IN10-02;PROTECTOR BAJO ESCRITORIO 0.90x1.20;25155,9;$ 52.900;;2,1028864;
ALFOMBRAS;INDIAN;IN10-03;CINTA TERMOAHESIVA PREMIUM rollo20mt xML;6655;$ 14.600;;2,193839219;
PISOS FLOTANTES;INDIAN;IN10-07;PISO FLOTANTE BAHIA textura caja1.90m2   8mm xm2;32077,1;$ 61.000;;1,901668168;
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-09;PISO VINILICO LEOLINE Luna Blush  Speedy 2mm xM2;18900,2;$ 36.100;;1,910032698;
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-10;PISO VINILICO LEOLINE Fusion Bingo  Spase 3mm xM2;18900,2;$ 36.100;;1,910032698;
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-11;PISO VINILICO LEOLINE Surfaces Presto  3mm xM2;18900,2;$ 36.100;;1,910032698;
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-12;PISO VINILICO LG BRIGHT 1.6mm Comercial  Alto Transito xM2;18900,2;$ 36.100;;1,910032698;
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-13;MASA NIVELADORA VENUS 2componentes x7kg;16020,4;$ 25.600;;1,597962598;
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-14;MASA NIVELADORA VENUS 2componentes x35kg;44431,2;$ 71.000;;1,597976197;
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-15;IMPRIMACION P/ MASA NIVELADORA VENUS x1litro;4719;$ 6.600;;1,398601399;
REVESTIMIENTOS PARED;INDIAN;IN10-16;PLACA PVC SIMIL MARMOL 2.44m x 1.22m (2.9768m2) 3mm espesor xPLACA;102850;$ 197.700;;1,922216821;
TELAS;MCG GROUP;MCG10-001;ARGOLLAS SAVICOR GRANDES METAL MCG xUNI;1823,47;$ 3.460;;1,897481176;
TELAS;MCG GROUP;MCG10-002;COLOCACION DE ARGOLLAS SAVICOR  xUNI;1597,2;$ 3.100;;1,940896569;
TELAS;MCG GROUP;MCG10-003;PERCHITAS AGARRADERAS xUNI;1089;$ 2.400;;2,203856749;
TELAS;MCG GROUP;MCG10-004;TENSOR PARA PARED LATERAL cable x3.00mt.;12221;$ 26.900;;2,201129204;
TELAS;MCG GROUP;MCG10-005;TENSOR MULTI POSICION cable x3.00mt.;13431;$ 29.600;;2,203856749;
TELAS;MCG GROUP;MCG10-006;TENSOR MULTI POSICION cable x5.00mt.;14641;$ 32.200;;2,199303326;
TELAS;MCG GROUP;MCG10-007;SOPORTE CENTRAL PARA TENSOR xUNI;2622,07;$ 5.900;;2,250130622;
TELAS;MCG GROUP;MCG10-008;ARGOLLA CON CLIPS PARA TENSOR xUNI;592,9;$ 1.200;;2,023950076;
TELAS;MCG GROUP;MCG10-011;BLACK OUT SUNSET  Ultimo. 1.40;14339,71;$ 27.260;;1,901014735;
TELAS;MCG GROUP;MCG10-012;BLACK OUT AMERICANO Ultimo. 2.80;23899,92;$ 45.400;;1,899587948;
TELAS;MCG GROUP;MCG10-013;TELA LOLA LISO Ultima.  1.40;2792,68;$ 5.400;;1,933626481;
TELAS;MCG GROUP;MCG10-014;DISEÑO CERDEN Hilo Ultimas  2.80;21533,16;$ 41.100;;1,908684095;
TELAS;MCG GROUP;MCG10-015;CERDEÑA HILO - MODENA HILO  MCG   2.80;26741;$ 51.000;;1,907183725;
TELAS;MCG GROUP;MCG10-016;BENGALA RAYAS Ultima.  2.80;18930,45;$ 36.100;;1,906980552;
TELAS;MCG GROUP;MCG10-017;MADEIRA AKIA  MCG  2.80;34898,82;$ 66.400;;1,902643127;
TELAS;MCG GROUP;MCG10-018;ORGANZA PLATA Ultima.  3.00;25901,26;$ 49.200;;1,89952149;
TELAS;MCG GROUP;MCG10-019;ORGANZA RAYAS  Ultima.  3.00;25901,26;$ 49.200;;1,89952149;
TELAS;MCG GROUP;MCG10-020;ORGANZA TRICOLOR  Ultima.  3.00;28143,39;$ 53.600;;1,904532467;
TELAS;MCG GROUP;MCG10-021;Promo - SEDA 40 LISO  Ultima.  2.80;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-022;Promo - SEDA 40 FLOCK  Ultima.  2.80;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-023;Promo - SEDA MILES CHOCO Ultima. 2.80;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-024;Promo - RASO SEDA INGLES Ultima. 1.55;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-025;Promo - TELA ADES CUADROS Ultima.  1.40;2178;$ 4.138;;1,899908173;
TELAS;MCG GROUP;MCG10-026;Promo - TELA MEXICO FANTA Ultima.  1.50;2178;$ 4.000;;1,836547291;
TELAS;MCG GROUP;MCG10-027;Promo - TELA TABORA  Ultima.  1.40;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-028;Promo - TELA LLA-LLU CHOCO Ultima. 1.40;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-029;Promo - LONA EXTERIOR  Ultima.  3.00;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-030;Promo - LONETA ANALILA  Ultima.  2.90;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-031;Promo - LONETA BUHO  Ultima.  2.90;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-032;Promo - LONETA CULLA  Ultima.  2.90;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-033;Promo - RASO TAPICERO  Ultima  1.40;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-034;Promo - PERCARI ECOCUERO Ultimas  1.40;2178;$ 4.000;;1,836547291;
TELAS;MCG GROUP;MCG10-035;Promo - PANA MIRANDA LISA Ultima. 1.40;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-036;Promo - PANA ITALIANA TRAMA Ultima. 1.40;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-037;Promo - BLUMENAU BEBE  Ultima. 1.60;2178;$ 4.000;;1,836547291;
TELAS;MCG GROUP;MCG10-038;Promo - TELA COSTANZA  Ultima. 2.80;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-039;Promo - GROS LISO  Ultima  3.00;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-040;Promo - GROS FANTASIA  Ultima  3.00;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-041;Promo - BENGALINA FANTASIA  Ultima   1.40;2178;$ 4.000;;1,836547291;
TELAS;MCG GROUP;MCG10-042;Promo - TELA MIA ESPAÑOLA Ultima 3.00;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-043;Promo - JACQUARD FRANCES Ultima 1.40;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-044;Promo - JACQUARD ITALIANO Ultima 1.40;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-045;Promo - GOBELINO ESPAÑOL Ultima  1.40;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-046;Promo - GAMUN DE TAPICERIA Ultima 1.40;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-047;Promo - YUTE DE LA INDIA  Ultima  1.45;3751;$ 7.000;;1,866169022;
TELAS;MCG GROUP;MCG10-048;Promo - MADRAS YAMAN  Ultima.  3.00;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-050;Promo - TELA MAYALI deDiseño Ultima 2.80;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-051;Promo- TALAMPAYA VIP CueroE Ultima 1.40;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-052;Promo - PANA BUGATTI Ultima. 1.40;6292;$ 12.000;;1,907183725;
TELAS;MCG GROUP;MCG10-054;CARPETA SHANGAI 1.40x2.00;128260;$ 220.000;;1,715265866;
TELAS;MCG GROUP;MCG10-055;CARPETA DELTA  1.20x1.70;64130;$ 125.000;;1,949165757;
TELAS;MCG GROUP;MCG10-056;CARPETA ESPRIT  75x1.30;26862;$ 51.000;;1,898592808;
TELAS;MCG GROUP;MCG10-057;CARPETA STELA (PROMO) 1.60x2.30;151250;$ 290.000;;1,917355372;
TELAS;MCG GROUP;MCG10-058;CARPETA KINDER (PROMO) 1.20x1.70;63525;$ 122.000;;1,920503739;
TELAS;MCG GROUP;MCG10-059;CARPETA ESPRIT  67x1.30;25410;$ 49.000;;1,928374656;
TELAS;MCG GROUP;MCG10-060;CARPETA ESPRIT  60x1.10;23232;$ 44.000;;1,893939394;
TELAS;MCG GROUP;MCG10-061;CARPETA GUEST (PROMO) 2.00x2.90;163350;$ 295.000;;1,80593817;
TELAS;MCG GROUP;MCG10-062;CARPETA ARTEN DIB (PROMO) 1.40x2.00;104060;$ 190.000;;1,825869691;
TELAS;MCG GROUP;MCG10-063;CARPETA ESPRIT (PROMO) 1.60x2.30;139150;$ 260.000;;1,868487244;
TELAS;MCG GROUP;MCG10-064;CARPETA OASIS  57x1.10;5566;$ 10.600;;1,904419691;
TELAS;MCG GROUP;MCG10-065;CARPETA BENIN  1.60x2.30 BLANCA;139150;$ 260.000;;1,868487244;
TELAS;MCG GROUP;MCG10-066;CARPETA BENIN  1.20x1.70 BEIGE;67760;$ 126.000;;1,859504132;
TELAS;MCG GROUP;MCG10-067;CARPETA HANNA  60x1.20 BLANCA;23474;$ 44.600;;1,89997444;
TELAS;MCG GROUP;MCG10-068;CARPETA NAIROBI  60x1.20 BLANCA;23474;$ 44.600;;1,89997444;
TELAS;MCG GROUP;MCG10-069;CARPETA BENIN  80x1.50 BLANCA;28919;$ 55.000;;1,901863827;
TELAS;MCG GROUP;MCG10-070;CARPETA CLASSIC  60x70;4961;$ 9.400;;1,894779278;
TELAS;MCG GROUP;MCG10-071;CARPETA CLASSIC  55x1.10;5203;$ 9.900;;1,902748414;
TELAS;MCG GROUP;MCG10-072;CARPETA ESPRIT  70x1.40;26862;$ 51.000;;1,898592808;
TELAS;MCG GROUP;MCG10-073;CARPETA VARIOS ST  1.33x1.90;64130;$ 125.000;;1,949165757;
TELAS;MANZONI;MF10-01;Piso Design Floors Click Premium 4,5mm caja   Tablas  xm2  INNOVADORES;0; $ -   ;;#¡VALOR!;
TELAS;MANZONI;MF10-02;Zocalo Design Floors Revestido 6cm Tira  xml  INNOVADORES;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-01;COLOCACION DE ALFOMBRAS x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-02;COLOCACION ZOCALO DE ALFOMBRA x ml;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-03;COLOCACION DE BAJO ALFOMBRA x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-04;COLOCACION VARILLA DE TERMINACION x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-05;SACADO ALFOMBRA EXISTENTE x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-06;REBAJADO CEPILLADO DE PUERTA x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-07;RECOLOCACION DE VARILLA EXISTENTE x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-08;COLOCACION ALFOMBRA EN ESCALONES RECTOS x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-09;COLOCACION ALFOMBRA EN ESCALONES COMPENSADOS x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-10;COLOCACION BAJO ALFOMBRA POR ESCALON x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-11;COLOCACION ZOCALO DE ALFOMBRA EN ESCALERA x ml;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-12;COLOCACION ALFOMBRA DESCANSO ESCALERA x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-13;COLOCACION EN ASCENSOR x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-14;COLOCACION EN TARIMA x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-15;REMALLADO - ZOCALOS DE ALFOMBRA xML;1331;$ 2.700;;2,028549962;
MANO DE OBRA;;MO10-16;REMALLADO - FELPUDOS Y CAMINOS xML;2037,64;$ 4.100;;2,012131682;
MANO DE OBRA;;MO10-17;REMALLADO CARPETAS DE ALFOMBRA xML;3087,92;$ 6.200;;2,007824037;
MANO DE OBRA;;MO10-18;COLOCACION DE PISO FLOTANTE  x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-19;COLOCACION ZOCALO DE MADERA x ml;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-20;COLOCACION VARILLA DE TERMINACION x ml;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-21;COLOCACION DE FLOTANTE EN ESCALONES COMPENSADOS x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-22;RECOLOCACION DE ZOCALOS EXISTENTES x ml;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-23;COLOCACION DE FLOTANTE EN ESCALONES RECTOS x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-24;COLOCACION DE ZOCALO BASTONADO x escalon;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-25;COLOCACION DE CUARTOCAÑA PERIMETRAL x ml;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-26;COLOCACION FLOTANTE EN DESCANSO DE ESCALERA x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-27;SACADO DE PISO VIEJO EXISTENTE x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-28;COLOCACION PISO DE GOMA EN ROLLO x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-29;COLOCACION PISO DE GOMA EN BALDOSAS x m;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-30;COLOCACION PISOS VINILICO EN ROLLO x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-31;COLOCACION PISO LISTONES VINILICOS x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-32;COLOCACION MASA NIVELADORA SUPERFICIE IRREGULAR x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-33;COLOCACION ZOCALOS CON VINILICO x ml;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-34;COLOCACION PISO VINILICO ESCALON RECTO x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-35;COLOCACION PISO VINILICO ESCALON COMPENSADO x uni.;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-36;SACADO PISO DE GOMA VIEJO x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-37;SACADO DE PISO VINILICO VIEJO x m2;0; $ -   ;;#¡VALOR!;
MANO DE OBRA;;MO10-38;LAVADO DE ALFOMBRA EN HOTEL xm2;1742,4;$ 3.500;;2,0087236;
MANO DE OBRA;;MO10-39;LAVADO DE ALFOMBRA A DOMICILIO (hasta 20m2)  xm2;2553,1;$ 5.200;;2,03673965;
MANO DE OBRA;;MO10-40;LAVADO DE ALFOMBRA A DOMICILIO (mas de 20m2)  xm2;2150,17;$ 4.300;;1,999841873;
MANO DE OBRA;;MO10-41;LAVADO DE ESCALERA POR ESCALON  xEscalon;2480,5;$ 5.100;;2,056037089;
MANO DE OBRA;;MO10-42;LAVADO DE CARPETA 1.20x1.70 o similar;25797,2;$ 52.000;;2,015722637;
MANO DE OBRA;;MO10-43;LAVADO DE CARPETA 1.40x2.00 o similar;32544,16;$ 65.200;;2,003431645;
MANO DE OBRA;;MO10-44;LAVADO DE CARPETA 1.70x2.30 o similar;39131,4;$ 78.400;;2,003506136;
MANO DE OBRA;;MO10-45;LAVADO DE CARPETA 1.90x2.90 o similar;50578;$ 101.200;;2,000869943;
MANO DE OBRA;;MO10-46;LAVADO DE CARPETA 2.40x3.40 o similar;54171,7;$ 108.400;;2,001044826;
MANO DE OBRA;;MO10-47;LAVADO DE SILLON UN CUERPO x sillon;32343,3;$ 65.000;;2,009689797;
MANO DE OBRA;;MO10-48;LAVADO DE SILLON DOS CUERPOS x sillon;41127,9;$ 82.400;;2,003506136;
MANO DE OBRA;;MO10-49;LAVADO DE SILLON TRES CUERPOS x sillon;46451,9;$ 92.900;;1,999918195;
MANO DE OBRA;;MO10-50;LAVADO DE CORTINA ROLLER xM2;5324;$ 10.700;;2,009767092;
PAPELES;MURESCO;MU10-01;PAPEL AURA  grupo AU1 AU2 Muresco;44552,2;$ 75.600;;1,6968859;
PAPELES;MURESCO;MU10-02;PAPEL AURA  grupo AU3 (espumado) Muresco;30891,3;$ 52.400;;1,696270471;
PAPELES;MURESCO;MU10-03;PAPEL AURA  Mural AU4 3x2-60 Muresco;247851,56;$ 422.000;;1,702632011;
PAPELES;MURESCO;MU10-04;PAPEL AURA  Mural AU5 4x2-60 Muresco;328942,13;$ 559.000;;1,699387062;
PAPELES;MURESCO;MU10-05;Papel DecoLab y CAPSULA  grupo CAP1  Muresco;35969,67;$ 61.200;;1,701433458;
PAPELES;MURESCO;MU10-06;Papel DecoLab y CAPSULA  grupo CAP2 Mural 3x2-60 Muresco;247851,56;$ 422.000;;1,702632011;
PAPELES;MURESCO;MU10-07;PAPEL PICNIC 2    grupo PCP5  Muresco;44549,78;$ 75.600;;1,696978077;
PAPELES;MURESCO;MU10-08;PAPEL LOUNGE grupo LO3 -Gof.Registro Muresco;44550,99;$ 75.600;;1,696931987;
PAPELES;MURESCO;MU10-09;PAPEL LOUNGE  grupo LO4  Muresco;39259,66;$ 66.700;;1,698944922;
PAPELES;MURESCO;MU10-11;PAPEL ZEN NATURAL  grupo ZP8  Muresco;19736,31;$ 34.100;;1,727779914;
PAPELES;MURESCO;MU10-12;PAPEL ZEN NATURAL  grupo ZP8V  Muresco;27171,76;$ 46.200;;1,700294718;
PAPELES;MURESCO;MU10-13;PAPEL ZEN NATURAL (espumado) ZP8E  Muresco;27171,76;$ 46.200;;1,700294718;
PAPELES;MURESCO;MU10-14;PAPEL WALL COVERING grupo TT1  TT2  Muresco;40654,79;$ 69.000;;1,697216982;
PAPELES;MURESCO;MU10-16;PAPEL MUR PAINT  PINTABLE grupo Z11  Muresco;20527,65;$ 39.000;;1,899876508;
PAPELES;MURESCO;MU10-17;PAPEL MUR PAINT  COLOR grupo Z28  Muresco;23073,49;$ 44.000;;1,906950357;
PAPELES;MURESCO;MU10-21;PAPEL ALTA GAMMA  HOME 3 grupo SVP1 Muresco;75040,57;$ 127.600;;1,700413523;
PAPELES;MURESCO;MU10-22;PAPEL RIVIERA MAISON  grupo BRP1 Muresco;75041,78;$ 127.600;;1,700386105;
PAPELES;MURESCO;MU10-23;PAPEL HIGHLANDS  grupo RH1 Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-24;PAPEL CLUB BOTANIQUE grupo RQ1 Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-27;PAPEL FREUNDIN  grupo RD1  Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-28;PAPEL FREUNDIN grupo RD2 Muresco;75041,78;$ 127.600;;1,700386105;
PAPELES;MURESCO;MU10-29;PAPEL KIDS&TEENS II  grupos RK1 RK2  Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-30;PAPEL KIDS&TEENS II grupo RK3 Muresco;75041,78;$ 127.600;;1,700386105;
PAPELES;MURESCO;MU10-31;PAPEL FLORENTINE II  grupo RF1  Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-32;PAPEL BN CURIOUS  grupo BC1  Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-33;PAPEL Masterpiece Eijffinger EM1 EM2 ancho 70cm Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-34;PAPEL Masterpiece Eijffinger EM3 ancho 52cm Muresco;75041,78;$ 127.600;;1,700386105;
PAPELES;MURESCO;MU10-35;PAPEL RASCH COSMOPOLITAN grupo RC1  Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-36;PAPEL RASCH COSMOPOLITAN grupo RC2  Muresco;75041,78;$ 127.600;;1,700386105;
PAPELES;MURESCO;MU10-37;PAPEL AMAZING  grupo RAP1 Muresco;66864,6;$ 114.000;;1,704938039;
PAPELES;MURESCO;MU10-39;PAPEL BASE URDEGA MURESCO x10mt.;3179,88;$ 6.700;;2,106997748;
PAPELES;MURESCO;MU10-41;GUARDA MINIBORDERS ancho 5.30cm x5mt  Muresco;1694;$ 3.500;;2,066115702;
PAPELES;MURESCO;MU10-42;GUARDA BORDERS Ancho 17.70cm x5mt  Muresco;2662;$ 5.400;;2,028549962;
PAPELES;MURESCO;MU10-43;GUARDA DISNEY 3D 4 Planchas 55cm  Muresco;2662;$ 5.400;;2,028549962;
PAPELES;MURESCO;MU10-44;AZULEJOS 15x15 x3 planchas AZ1  Muresco;5311,9;$ 11.155;;2,100001883;
PAPELES;MURESCO;MU10-45;CERAMICOS Autoadhesivos 25.4x25.4 WZ3-AZ3 xUNI  Muresco;6301,68;$ 13.200;;2,094679514;
PAPELES;MURESCO;MU10-46;VENECITAS 12.7x30.48  AZ2 xUNI  Muresco;4391,09;$ 9.200;;2,095151773;
PAPELES;MURESCO;MU10-47;PLACA DECOLIFE 3D ADHESIVA grupo PAU1 70x77 xUNI. Muresco;5805,58;$ 12.200;;2,101426559;
PAPELES;MURESCO;MU10-48;WALL STICKERS 50x70 GRANDES Muresco;6674,36;$ 12.600;;1,887821454;
PAPELES;MURESCO;MU10-49;WALL STICKERS 50X70 EN PROMO Muresco;3267;$ 6.200;;1,897765534;
PAPELES;MURESCO;MU10-50;WALL STICKERS CHICO TODOS 32x50  Muresco;5816,47;$ 9.600;;1,650485604;
PAPELES;MURESCO;MU10-51;VINILO VIDRIOS Autoadhesivo ancho 45cm xML  Muresco;1210;$ 2.900;;2,396694215;
PAPELES;MURESCO;MU10-54;PISO URBEN Tablas 5mm caja2,645m2 -conBaseEva- xm2;0; $ -   ;;#¡VALOR!;
MOLDURAS;PERFILES REVESTIDOS;PR10-001;MOLDURA ATENNEAS AT-30 2mt xTIRA;1011,4632;$ 1.660;;1,641186748;
MOLDURAS;PERFILES REVESTIDOS;PR10-002;MOLDURA ATENNEAS AT-36 2mt xTIRA;1170,7476;$ 1.920;;1,639977737;
MOLDURAS;PERFILES REVESTIDOS;PR10-003;MOLDURA ATENNEAS AT-35 2mt xTIRA;1330,758;$ 1.870;;1,405214171;
MOLDURAS;PERFILES REVESTIDOS;PR10-004;MOLDURA ATENNEAS AT-40 2mt xTIRA;1651,9525;$ 2.720;;1,646536447;
MOLDURAS;PERFILES REVESTIDOS;PR10-005;MOLDURA ATENNEAS AT-46 2mt xTIRA;1683,5819;$ 2.770;;1,645301604;
MOLDURAS;PERFILES REVESTIDOS;PR10-006;MOLDURA ATENNEAS AT-49 2mt xTIRA;1783,4432;$ 2.920;;1,637282309;
MOLDURAS;PERFILES REVESTIDOS;PR10-007;MOLDURA ATENNEAS AT-50 2mt xTIRA;1798,3504;$ 2.960;;1,645952869;
MOLDURAS;PERFILES REVESTIDOS;PR10-008;MOLDURA ATENNEAS AT-52 2mt xTIRA;1875,6452;$ 3.100;;1,652764606;
MOLDURAS;PERFILES REVESTIDOS;PR10-009;MOLDURA ATENNEAS AT-53 2mt xTIRA;1889,9958;$ 3.100;;1,640215285;
MOLDURAS;PERFILES REVESTIDOS;PR10-010;MOLDURA ATENNEAS AT-58 2mt xTIRA;1996,5726;$ 3.290;;1,647823876;
MOLDURAS;PERFILES REVESTIDOS;PR10-011;MOLDURA ATENNEAS AT-70 2mt xTIRA;2374,5766;$ 3.900;;1,64239806;
MOLDURAS;PERFILES REVESTIDOS;PR10-012;MOLDURA ATENNEAS AT-76 2mt xTIRA;2579,2723;$ 4.220;;1,636120389;
MOLDURAS;PERFILES REVESTIDOS;PR10-013;MOLDURA ATENNEAS AT-85 2mt xTIRA;2811,1567;$ 4.620;;1,643451608;
MOLDURAS;PERFILES REVESTIDOS;PR10-014;MOLDURA ATENNEAS AT-90 2mt xTIRA;3106,1789;$ 5.100;;1,641888688;
MOLDURAS;PERFILES REVESTIDOS;PR10-015;MOLDURA ATENNEAS AT-105 2mt xTIRA;3411,6918;$ 5.590;;1,638483289;
MOLDURAS;PERFILES REVESTIDOS;PR10-016;MOLDURA ATENNEAS AT-04 2mt xTIRA;1260,4812;$ 2.070;;1,642229967;
MOLDURAS;PERFILES REVESTIDOS;PR10-017;MOLDURA ATENNEAS AT-05 2mt xTIRA;1408,9603;$ 2.320;;1,646604237;
MOLDURAS;PERFILES REVESTIDOS;PR10-018;MOLDURA ATENNEAS AT-06 2mt xTIRA;1641,4134;$ 2.690;;1,638831509;
MOLDURAS;PERFILES REVESTIDOS;PR10-019;MOLDURA ATENNEAS AT-07 2mt xTIRA;1902,3257;$ 3.120;;1,640097697;
MOLDURAS;PERFILES REVESTIDOS;PR10-020;MOLDURA ATENNEAS AT-06S 2mt xTIRA;1634,2986;$ 2.690;;1,645966043;
MOLDURAS;PERFILES REVESTIDOS;PR10-021;MOLDURA ATENNEAS AT-31R 2mt xTIRA;1011,6689;$ 1.940;;1,917623444;
MOLDURAS;PERFILES REVESTIDOS;PR10-022;MOLDURA ATENNEAS AT-61R 2mt xTIRA;1637,7592;$ 2.690;;1,642488102;
MOLDURAS;PERFILES REVESTIDOS;PR10-024;MOLDURA ATENNEAS  PLUS BB-25 2mt xTIRA;943,9694;$ 1.860;;1,970402854;
MOLDURAS;PERFILES REVESTIDOS;PR10-025;MOLDURA ATENNEAS PLUS  BA-35 2mt xTIRA;905,0074;$ 1.790;;1,97788438;
MOLDURAS;PERFILES REVESTIDOS;PR10-026;MOLDURA ATENNEAS PLUS BE-35 2mt xTIRA;927,0052;$ 1.820;;1,963311533;
