Familia;Proveedor;Codigo;Descripcion;Costo nuevo SIN IVA;Costo viejo SIN IVA;Costo viejo con IVA;Precio;Coef viejo
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-10;PISO VINILICO LEOLINE Fusion Bingo  Spase 3mm xM2;;15620;18900,2;36100;2,311139565
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-11;PISO VINILICO LEOLINE Surfaces Presto  3mm xM2;;15620;18900,2;36100;2,311139565
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-12;PISO VINILICO LG BRIGHT 1.6mm Comercial  Alto Transito xM2;;15620;18900,2;36100;2,311139565
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-13;MASA NIVELADORA VENUS 2componentes x7kg;;13240;16020,4;25600;1,933534743
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-14;MASA NIVELADORA VENUS 2componentes x35kg;;36720;44431,2;71000;1,933551198
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-15;IMPRIMACION P/ MASA NIVELADORA VENUS x1litro;;3900;4719;6600;1,692307692
TELAS;MCG GROUP;MCG10-001;ARGOLLAS SAVICOR GRANDES METAL MCG xUNI;;1507;1823,47;3460;2,295952223
TELAS;MCG GROUP;MCG10-002;COLOCACION DE ARGOLLAS SAVICOR  xUNI;;1320;1597,2;3100;2,348484848
TELAS;MCG GROUP;MCG10-003;PERCHITAS AGARRADERAS xUNI;;900;1089;2400;2,666666667
TELAS;MCG GROUP;MCG10-004;TENSOR PARA PARED LATERAL cable x3.00mt.;;10100;12221;26900;2,663366337
TELAS;MCG GROUP;MCG10-005;TENSOR MULTI POSICION cable x3.00mt.;;11100;13431;29600;2,666666667
TELAS;MCG GROUP;MCG10-006;TENSOR MULTI POSICION cable x5.00mt.;;12100;14641;32200;2,661157025
TELAS;MCG GROUP;MCG10-007;SOPORTE CENTRAL PARA TENSOR xUNI;;2167;2622,07;5900;2,722658053
TELAS;MCG GROUP;MCG10-008;ARGOLLA CON CLIPS PARA TENSOR xUNI;;490;592,9;1200;2,448979592
TELAS;MCG GROUP;MCG10-011;BLACK OUT SUNSET  Ultimo. 1.40;;11851;14339,71;27260;2,300227829
TELAS;MCG GROUP;MCG10-012;BLACK OUT AMERICANO Ultimo. 2.80;;19752;23899,92;45400;2,298501418
TELAS;MCG GROUP;MCG10-013;TELA LOLA LISO Ultima.  1.40;;2308;2792,68;5400;2,339688042
TELAS;MCG GROUP;MCG10-014;DISEÑO CERDEN Hilo Ultimas  2.80;;17796;21533,16;41100;2,309507755
TELAS;MCG GROUP;MCG10-015;CERDEÑA HILO - MODENA HILO  MCG   2.80;;22100;26741;51000;2,307692308
TELAS;MCG GROUP;MCG10-016;BENGALA RAYAS Ultima.  2.80;;15645;18930,45;36100;2,307446469
TELAS;MCG GROUP;MCG10-017;MADEIRA AKIA  MCG  2.80;;28842;34898,82;66400;2,302198183
TELAS;MCG GROUP;MCG10-018;ORGANZA PLATA Ultima.  3.00;;21406;25901,26;49200;2,298421003
TELAS;MCG GROUP;MCG10-019;ORGANZA RAYAS  Ultima.  3.00;;21406;25901,26;49200;2,298421003
TELAS;MCG GROUP;MCG10-020;ORGANZA TRICOLOR  Ultima.  3.00;;23259;28143,39;53600;2,304484286
TELAS;MCG GROUP;MCG10-021;Promo - SEDA 40 LISO  Ultima.  2.80;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-022;Promo - SEDA 40 FLOCK  Ultima.  2.80;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-023;Promo - SEDA MILES CHOCO Ultima. 2.80;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-024;Promo - RASO SEDA INGLES Ultima. 1.55;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-025;Promo - TELA ADES CUADROS Ultima.  1.40;;1800;2178;4138;2,298888889
TELAS;MCG GROUP;MCG10-026;Promo - TELA MEXICO FANTA Ultima.  1.50;;1800;2178;4000;2,222222222
TELAS;MCG GROUP;MCG10-027;Promo - TELA TABORA  Ultima.  1.40;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-028;Promo - TELA LLA-LLU CHOCO Ultima. 1.40;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-029;Promo - LONA EXTERIOR  Ultima.  3.00;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-030;Promo - LONETA ANALILA  Ultima.  2.90;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-031;Promo - LONETA BUHO  Ultima.  2.90;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-032;Promo - LONETA CULLA  Ultima.  2.90;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-033;Promo - RASO TAPICERO  Ultima  1.40;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-034;Promo - PERCARI ECOCUERO Ultimas  1.40;;1800;2178;4000;2,222222222
TELAS;MCG GROUP;MCG10-035;Promo - PANA MIRANDA LISA Ultima. 1.40;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-036;Promo - PANA ITALIANA TRAMA Ultima. 1.40;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-037;Promo - BLUMENAU BEBE  Ultima. 1.60;;1800;2178;4000;2,222222222
TELAS;MCG GROUP;MCG10-038;Promo - TELA COSTANZA  Ultima. 2.80;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-039;Promo - GROS LISO  Ultima  3.00;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-040;Promo - GROS FANTASIA  Ultima  3.00;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-041;Promo - BENGALINA FANTASIA  Ultima   1.40;;1800;2178;4000;2,222222222
TELAS;MCG GROUP;MCG10-042;Promo - TELA MIA ESPAÑOLA Ultima 3.00;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-043;Promo - JACQUARD FRANCES Ultima 1.40;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-044;Promo - JACQUARD ITALIANO Ultima 1.40;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-045;Promo - GOBELINO ESPAÑOL Ultima  1.40;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-046;Promo - GAMUN DE TAPICERIA Ultima 1.40;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-047;Promo - YUTE DE LA INDIA  Ultima  1.45;;3100;3751;7000;2,258064516
TELAS;MCG GROUP;MCG10-048;Promo - MADRAS YAMAN  Ultima.  3.00;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-050;Promo - TELA MAYALI deDiseño Ultima 2.80;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-051;Promo- TALAMPAYA VIP CueroE Ultima 1.40;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-052;Promo - PANA BUGATTI Ultima. 1.40;;5200;6292;12000;2,307692308
TELAS;MCG GROUP;MCG10-054;CARPETA SHANGAI 1.40x2.00;;106000;128260;220000;2,075471698
TELAS;MCG GROUP;MCG10-055;CARPETA DELTA  1.20x1.70;;53000;64130;125000;2,358490566
TELAS;MCG GROUP;MCG10-056;CARPETA ESPRIT  75x1.30;;22200;26862;51000;2,297297297
TELAS;MCG GROUP;MCG10-057;CARPETA STELA (PROMO) 1.60x2.30;;125000;151250;290000;2,32
TELAS;MCG GROUP;MCG10-058;CARPETA KINDER (PROMO) 1.20x1.70;;52500;63525;122000;2,323809524
TELAS;MCG GROUP;MCG10-059;CARPETA ESPRIT  67x1.30;;21000;25410;49000;2,333333333
TELAS;MCG GROUP;MCG10-060;CARPETA ESPRIT  60x1.10;;19200;23232;44000;2,291666667
TELAS;MCG GROUP;MCG10-061;CARPETA GUEST (PROMO) 2.00x2.90;;135000;163350;295000;2,185185185
TELAS;MCG GROUP;MCG10-062;CARPETA ARTEN DIB (PROMO) 1.40x2.00;;86000;104060;190000;2,209302326
TELAS;MCG GROUP;MCG10-063;CARPETA ESPRIT (PROMO) 1.60x2.30;;115000;139150;260000;2,260869565
TELAS;MCG GROUP;MCG10-064;CARPETA OASIS  57x1.10;;4600;5566;10600;2,304347826
TELAS;MCG GROUP;MCG10-065;CARPETA BENIN  1.60x2.30 BLANCA;;115000;139150;260000;2,260869565
TELAS;MCG GROUP;MCG10-066;CARPETA BENIN  1.20x1.70 BEIGE;;56000;67760;126000;2,25
TELAS;MCG GROUP;MCG10-067;CARPETA HANNA  60x1.20 BLANCA;;19400;23474;44600;2,298969072
TELAS;MCG GROUP;MCG10-068;CARPETA NAIROBI  60x1.20 BLANCA;;19400;23474;44600;2,298969072
TELAS;MCG GROUP;MCG10-069;CARPETA BENIN  80x1.50 BLANCA;;23900;28919;55000;2,30125523
TELAS;MCG GROUP;MCG10-070;CARPETA CLASSIC  60x70;;4100;4961;9400;2,292682927
TELAS;MCG GROUP;MCG10-071;CARPETA CLASSIC  55x1.10;;4300;5203;9900;2,302325581
TELAS;MCG GROUP;MCG10-072;CARPETA ESPRIT  70x1.40;;22200;26862;51000;2,297297297
TELAS;MCG GROUP;MCG10-073;CARPETA VARIOS ST  1.33x1.90;;53000;64130;125000;2,358490566
TELAS;MANZONI;MF10-01;Piso Design Floors Click Premium 4,5mm caja   Tablas  xm2  INNOVADORES;;0;0; $ -   ;#¡VALOR!
TELAS;MANZONI;MF10-02;Zocalo Design Floors Revestido 6cm Tira  xml  INNOVADORES;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-01;COLOCACION DE ALFOMBRAS x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-02;COLOCACION ZOCALO DE ALFOMBRA x ml;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-03;COLOCACION DE BAJO ALFOMBRA x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-04;COLOCACION VARILLA DE TERMINACION x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-05;SACADO ALFOMBRA EXISTENTE x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-06;REBAJADO CEPILLADO DE PUERTA x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-07;RECOLOCACION DE VARILLA EXISTENTE x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-08;COLOCACION ALFOMBRA EN ESCALONES RECTOS x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-09;COLOCACION ALFOMBRA EN ESCALONES COMPENSADOS x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-10;COLOCACION BAJO ALFOMBRA POR ESCALON x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-11;COLOCACION ZOCALO DE ALFOMBRA EN ESCALERA x ml;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-12;COLOCACION ALFOMBRA DESCANSO ESCALERA x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-13;COLOCACION EN ASCENSOR x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-14;COLOCACION EN TARIMA x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-15;REMALLADO - ZOCALOS DE ALFOMBRA xML;;1100;1331;2700;2,454545455
MANO DE OBRA;;MO10-16;REMALLADO - FELPUDOS Y CAMINOS xML;;1684;2037,64;4100;2,434679335
MANO DE OBRA;;MO10-17;REMALLADO CARPETAS DE ALFOMBRA xML;;2552;3087,92;6200;2,429467085
MANO DE OBRA;;MO10-18;COLOCACION DE PISO FLOTANTE  x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-19;COLOCACION ZOCALO DE MADERA x ml;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-20;COLOCACION VARILLA DE TERMINACION x ml;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-21;COLOCACION DE FLOTANTE EN ESCALONES COMPENSADOS x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-22;RECOLOCACION DE ZOCALOS EXISTENTES x ml;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-23;COLOCACION DE FLOTANTE EN ESCALONES RECTOS x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-24;COLOCACION DE ZOCALO BASTONADO x escalon;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-25;COLOCACION DE CUARTOCAÑA PERIMETRAL x ml;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-26;COLOCACION FLOTANTE EN DESCANSO DE ESCALERA x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-27;SACADO DE PISO VIEJO EXISTENTE x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-28;COLOCACION PISO DE GOMA EN ROLLO x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-29;COLOCACION PISO DE GOMA EN BALDOSAS x m;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-30;COLOCACION PISOS VINILICO EN ROLLO x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-31;COLOCACION PISO LISTONES VINILICOS x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-32;COLOCACION MASA NIVELADORA SUPERFICIE IRREGULAR x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-33;COLOCACION ZOCALOS CON VINILICO x ml;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-34;COLOCACION PISO VINILICO ESCALON RECTO x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-35;COLOCACION PISO VINILICO ESCALON COMPENSADO x uni.;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-36;SACADO PISO DE GOMA VIEJO x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-37;SACADO DE PISO VINILICO VIEJO x m2;;0;0; $ -   ;#¡VALOR!
MANO DE OBRA;;MO10-38;LAVADO DE ALFOMBRA EN HOTEL xm2;;1440;1742,4;3500;2,430555556
MANO DE OBRA;;MO10-39;LAVADO DE ALFOMBRA A DOMICILIO (hasta 20m2)  xm2;;2110;2553,1;5200;2,464454976
MANO DE OBRA;;MO10-40;LAVADO DE ALFOMBRA A DOMICILIO (mas de 20m2)  xm2;;1777;2150,17;4300;2,419808666
MANO DE OBRA;;MO10-41;LAVADO DE ESCALERA POR ESCALON  xEscalon;;2050;2480,5;5100;2,487804878
MANO DE OBRA;;MO10-42;LAVADO DE CARPETA 1.20x1.70 o similar;;21320;25797,2;52000;2,43902439
MANO DE OBRA;;MO10-43;LAVADO DE CARPETA 1.40x2.00 o similar;;26896;32544,16;65200;2,42415229
MANO DE OBRA;;MO10-44;LAVADO DE CARPETA 1.70x2.30 o similar;;32340;39131,4;78400;2,424242424
MANO DE OBRA;;MO10-45;LAVADO DE CARPETA 1.90x2.90 o similar;;41800;50578;101200;2,421052632
MANO DE OBRA;;MO10-46;LAVADO DE CARPETA 2.40x3.40 o similar;;44770;54171,7;108400;2,421264239
MANO DE OBRA;;MO10-47;LAVADO DE SILLON UN CUERPO x sillon;;26730;32343,3;65000;2,431724654
MANO DE OBRA;;MO10-48;LAVADO DE SILLON DOS CUERPOS x sillon;;33990;41127,9;82400;2,424242424
MANO DE OBRA;;MO10-49;LAVADO DE SILLON TRES CUERPOS x sillon;;38390;46451,9;92900;2,419901016
MANO DE OBRA;;MO10-50;LAVADO DE CORTINA ROLLER xM2;;4400;5324;10700;2,431818182
PAPELES;MURESCO;MU10-01;PAPEL AURA  grupo AU1 AU2 Muresco;;36820;44552,2;75600;2,053231939
PAPELES;MURESCO;MU10-02;PAPEL AURA  grupo AU3 (espumado) Muresco;;25530;30891,3;52400;2,05248727
PAPELES;MURESCO;MU10-03;PAPEL AURA  Mural AU4 3x2-60 Muresco;;204836;247851,56;422000;2,060184733
PAPELES;MURESCO;MU10-04;PAPEL AURA  Mural AU5 4x2-60 Muresco;;271853;328942,13;559000;2,056258346
PAPELES;MURESCO;MU10-05;Papel DecoLab y CAPSULA  grupo CAP1  Muresco;;29727;35969,67;61200;2,058734484
PAPELES;MURESCO;MU10-06;Papel DecoLab y CAPSULA  grupo CAP2 Mural 3x2-60 Muresco;;204836;247851,56;422000;2,060184733
PAPELES;MURESCO;MU10-07;PAPEL PICNIC 2    grupo PCP5  Muresco;;36818;44549,78;75600;2,053343473
PAPELES;MURESCO;MU10-08;PAPEL LOUNGE grupo LO3 -Gof.Registro Muresco;;36819;44550,99;75600;2,053287705
PAPELES;MURESCO;MU10-09;PAPEL LOUNGE  grupo LO4  Muresco;;32446;39259,66;66700;2,055723356
PAPELES;MURESCO;MU10-11;PAPEL ZEN NATURAL  grupo ZP8  Muresco;;16311;19736,31;34100;2,090613696
PAPELES;MURESCO;MU10-12;PAPEL ZEN NATURAL  grupo ZP8V  Muresco;;22456;27171,76;46200;2,057356608
PAPELES;MURESCO;MU10-13;PAPEL ZEN NATURAL (espumado) ZP8E  Muresco;;22456;27171,76;46200;2,057356608
PAPELES;MURESCO;MU10-14;PAPEL WALL COVERING grupo TT1  TT2  Muresco;;33599;40654,79;69000;2,053632549
PAPELES;MURESCO;MU10-16;PAPEL MUR PAINT  PINTABLE grupo Z11  Muresco;;16965;20527,65;39000;2,298850575
PAPELES;MURESCO;MU10-17;PAPEL MUR PAINT  COLOR grupo Z28  Muresco;;19069;23073,49;44000;2,307409932
PAPELES;MURESCO;MU10-21;PAPEL ALTA GAMMA  HOME 3 grupo SVP1 Muresco;;62017;75040,57;127600;2,057500363
PAPELES;MURESCO;MU10-22;PAPEL RIVIERA MAISON  grupo BRP1 Muresco;;62018;75041,78;127600;2,057467187
PAPELES;MURESCO;MU10-23;PAPEL HIGHLANDS  grupo RH1 Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-24;PAPEL CLUB BOTANIQUE grupo RQ1 Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-27;PAPEL FREUNDIN  grupo RD1  Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-28;PAPEL FREUNDIN grupo RD2 Muresco;;62018;75041,78;127600;2,057467187
PAPELES;MURESCO;MU10-29;PAPEL KIDS&TEENS II  grupos RK1 RK2  Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-30;PAPEL KIDS&TEENS II grupo RK3 Muresco;;62018;75041,78;127600;2,057467187
PAPELES;MURESCO;MU10-31;PAPEL FLORENTINE II  grupo RF1  Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-32;PAPEL BN CURIOUS  grupo BC1  Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-33;PAPEL Masterpiece Eijffinger EM1 EM2 ancho 70cm Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-34;PAPEL Masterpiece Eijffinger EM3 ancho 52cm Muresco;;62018;75041,78;127600;2,057467187
PAPELES;MURESCO;MU10-35;PAPEL RASCH COSMOPOLITAN grupo RC1  Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-36;PAPEL RASCH COSMOPOLITAN grupo RC2  Muresco;;62018;75041,78;127600;2,057467187
PAPELES;MURESCO;MU10-37;PAPEL AMAZING  grupo RAP1 Muresco;;55260;66864,6;114000;2,062975027
PAPELES;MURESCO;MU10-39;PAPEL BASE URDEGA MURESCO x10mt.;;2628;3179,88;6700;2,549467275
PAPELES;MURESCO;MU10-41;GUARDA MINIBORDERS ancho 5.30cm x5mt  Muresco;;1400;1694;3500;2,5
PAPELES;MURESCO;MU10-42;GUARDA BORDERS Ancho 17.70cm x5mt  Muresco;;2200;2662;5400;2,454545455
PAPELES;MURESCO;MU10-43;GUARDA DISNEY 3D 4 Planchas 55cm  Muresco;;2200;2662;5400;2,454545455
PAPELES;MURESCO;MU10-44;AZULEJOS 15x15 x3 planchas AZ1  Muresco;;4390;5311,9;11155;2,541002278
PAPELES;MURESCO;MU10-45;CERAMICOS Autoadhesivos 25.4x25.4 WZ3-AZ3 xUNI  Muresco;;5208;6301,68;13200;2,534562212
PAPELES;MURESCO;MU10-46;VENECITAS 12.7x30.48  AZ2 xUNI  Muresco;;3629;4391,09;9200;2,535133646
PAPELES;MURESCO;MU10-47;PLACA DECOLIFE 3D ADHESIVA grupo PAU1 70x77 xUNI. Muresco;;4798;5805,58;12200;2,542726136
PAPELES;MURESCO;MU10-48;WALL STICKERS 50x70 GRANDES Muresco;;5516;6674,36;12600;2,284263959
PAPELES;MURESCO;MU10-49;WALL STICKERS 50X70 EN PROMO Muresco;;2700;3267;6200;2,296296296
PAPELES;MURESCO;MU10-50;WALL STICKERS CHICO TODOS 32x50  Muresco;;4807;5816,47;9600;1,997087581
PAPELES;MURESCO;MU10-51;VINILO VIDRIOS Autoadhesivo ancho 45cm xML  Muresco;;1000;1210;2900;2,9
PAPELES;MURESCO;MU10-54;PISO URBEN Tablas 5mm caja2,645m2 -conBaseEva- xm2;;0;0; $ -   ;#¡VALOR!
MOLDURAS;PERFILES REVESTIDOS;PR10-001;MOLDURA ATENNEAS AT-30 2mt xTIRA;;835,92;1011,4632;1660;1,985835965
MOLDURAS;PERFILES REVESTIDOS;PR10-002;MOLDURA ATENNEAS AT-36 2mt xTIRA;;967,56;1170,7476;1920;1,984373062
MOLDURAS;PERFILES REVESTIDOS;PR10-003;MOLDURA ATENNEAS AT-35 2mt xTIRA;;1099,8;1330,758;1870;1,700309147
MOLDURAS;PERFILES REVESTIDOS;PR10-004;MOLDURA ATENNEAS AT-40 2mt xTIRA;;1365,25;1651,9525;2720;1,992309101
MOLDURAS;PERFILES REVESTIDOS;PR10-005;MOLDURA ATENNEAS AT-46 2mt xTIRA;;1391,39;1683,5819;2770;1,99081494
MOLDURAS;PERFILES REVESTIDOS;PR10-006;MOLDURA ATENNEAS AT-49 2mt xTIRA;;1473,92;1783,4432;2920;1,981111594
MOLDURAS;PERFILES REVESTIDOS;PR10-007;MOLDURA ATENNEAS AT-50 2mt xTIRA;;1486,24;1798,3504;2960;1,991602971
MOLDURAS;PERFILES REVESTIDOS;PR10-008;MOLDURA ATENNEAS AT-52 2mt xTIRA;;1550,12;1875,6452;3100;1,999845173
MOLDURAS;PERFILES REVESTIDOS;PR10-009;MOLDURA ATENNEAS AT-53 2mt xTIRA;;1561,98;1889,9958;3100;1,984660495
MOLDURAS;PERFILES REVESTIDOS;PR10-010;MOLDURA ATENNEAS AT-58 2mt xTIRA;;1650,06;1996,5726;3290;1,99386689
MOLDURAS;PERFILES REVESTIDOS;PR10-011;MOLDURA ATENNEAS AT-70 2mt xTIRA;;1962,46;2374,5766;3900;1,987301652
MOLDURAS;PERFILES REVESTIDOS;PR10-012;MOLDURA ATENNEAS AT-76 2mt xTIRA;;2131,63;2579,2723;4220;1,979705671
MOLDURAS;PERFILES REVESTIDOS;PR10-013;MOLDURA ATENNEAS AT-85 2mt xTIRA;;2323,27;2811,1567;4620;1,988576446
MOLDURAS;PERFILES REVESTIDOS;PR10-014;MOLDURA ATENNEAS AT-90 2mt xTIRA;;2567,09;3106,1789;5100;1,986685313
MOLDURAS;PERFILES REVESTIDOS;PR10-015;MOLDURA ATENNEAS AT-105 2mt xTIRA;;2819,58;3411,6918;5590;1,982564779
MOLDURAS;PERFILES REVESTIDOS;PR10-016;MOLDURA ATENNEAS AT-04 2mt xTIRA;;1041,72;1260,4812;2070;1,987098261
MOLDURAS;PERFILES REVESTIDOS;PR10-017;MOLDURA ATENNEAS AT-05 2mt xTIRA;;1164,43;1408,9603;2320;1,992391127
MOLDURAS;PERFILES REVESTIDOS;PR10-018;MOLDURA ATENNEAS AT-06 2mt xTIRA;;1356,54;1641,4134;2690;1,982986126
MOLDURAS;PERFILES REVESTIDOS;PR10-019;MOLDURA ATENNEAS AT-07 2mt xTIRA;;1572,17;1902,3257;3120;1,984518214
MOLDURAS;PERFILES REVESTIDOS;PR10-020;MOLDURA ATENNEAS AT-06S 2mt xTIRA;;1350,66;1634,2986;2690;1,991618912
MOLDURAS;PERFILES REVESTIDOS;PR10-021;MOLDURA ATENNEAS AT-31R 2mt xTIRA;;836,09;1011,6689;1940;2,320324367
MOLDURAS;PERFILES REVESTIDOS;PR10-022;MOLDURA ATENNEAS AT-61R 2mt xTIRA;;1353,52;1637,7592;2690;1,987410603
MOLDURAS;PERFILES REVESTIDOS;PR10-024;MOLDURA ATENNEAS  PLUS BB-25 2mt xTIRA;;780,14;943,9694;1860;2,384187454
MOLDURAS;PERFILES REVESTIDOS;PR10-025;MOLDURA ATENNEAS PLUS  BA-35 2mt xTIRA;;747,94;905,0074;1790;2,393240099
MOLDURAS;PERFILES REVESTIDOS;PR10-026;MOLDURA ATENNEAS PLUS BE-35 2mt xTIRA;;766,12;927,0052;1820;2,375606955
MOLDURAS;PERFILES REVESTIDOS;PR10-027;MOLDURA ATENNEAS PLUS BF-50 2mt xTIRA;;1347,98;1631,0558;3190;2,366503954
MOLDURAS;PERFILES REVESTIDOS;PR10-028;MOLDURA ATENNEAS PLUS BA-60 2mt xTIRA;;1587,98;1921,4558;3760;2,367788007
MOLDURAS;PERFILES REVESTIDOS;PR10-029;MOLDURA ATENNEAS PLUS BF-80 2mt xTIRA;;2777,3;3360,533;6566;2,364166637
MOLDURAS;PERFILES REVESTIDOS;PR10-030;MOLDURA ATENNEAS PLUS BA-100 2mt xTIRA;;5585,66;6758,6486;13200;2,363194323
MOLDURAS;PERFILES REVESTIDOS;PR10-031;MOLDURA ATENNEAS PLUS BR-30 2mt xTIRA;;748,16;905,2736;1790;2,392536356
MOLDURAS;PERFILES REVESTIDOS;PR10-032;MOLDURA ATENNEAS PLUS BR-60 2mt xTIRA;;1908,38;2309,1398;4520;2,368501032
MOLDURAS;PERFILES REVESTIDOS;PR10-033;MOLDURA ATENNEAS PLUS BR-90 2mt xTIRA;;3185,2;3854,092;7560;2,373477333
MOLDURAS;PERFILES REVESTIDOS;PR10-035;Alquiler INGLETADORA 30dias, Reintegro 50% al traerla sana.;;4315,1;5221,271;10200;2,363792264
MOLDURAS;PERFILES REVESTIDOS;PR10-036;Venta INGLETADORA molduras Atenneas xUNI;;4315,1;5221,271;11600;2,68823434
MOLDURAS;PERFILES REVESTIDOS;PR10-037;Adhesivo Atenneas ATN-05 INTERIOR Cartucho500gr.rinde15mt;;1990,65;2408,6865;5900;2,963856027
MOLDURAS;PERFILES REVESTIDOS;PR10-038;Adhesivo Atenneas ATN-1.5 INTERIOR Pote 1.5kg rinde25mt;;2004,15;2425,0215;8260;4,121447995
MOLDURAS;PERFILES REVESTIDOS;PR10-039;Adhesivo Atenneas ATN-5 INTERIOR Balde 5kg rinde70mt;;6851,6;8290,436;23200;3,386070407
MOLDURAS;PERFILES REVESTIDOS;PR10-041;Adhesivo ATZ-280 Perzia EPS XPS MDF pomo280gr rinde 8mt;;4307,88;5212,5348;9600;2,228474331
MOLDURAS;PERFILES REVESTIDOS;PR10-042;Adhesivo WINGDECO ATX-5 Bolsa 5kg enPOLVO molduraExterior;;7537,03;9119,8063;18200;2,414744269
MOLDURAS;PERFILES REVESTIDOS;PR10-043;Adhesivo WINGDECO ATX-20 Bolsa 20kg enPOLVO molduraExterior;;26506,29;32072,6109;64200;2,422066611
